Rank,University_Name,State,Region,Division,Early_Career_Pay,Mid_Career_Pay,Make_World_Better_Percent,Stem_Percent,Type,Degree_Length,Room_And_Board,In_State_Tuition,In_State_Total,Out_Of_State_Tuition,Out_Of_State_Total,Total_Enrollment,American_Indian_Alaska_Native_Diversity_Percent,Asian_Diversity_Percent,Black_Diversity_Percent,Hispanic_Diversity_Percent,Native_Hawaiian_Pacific_Islander_Diversity_Percent,Two_Or_More_Races_Diversity_Percent,Total_Minority_Diversity_Percent,Non-Resident_Foreign_Diversity_Percent,Unknown_Diversity_Percent,White_Diversity_Percent,Women_Diversity_Percent,Men_Diversity_Percent
13,Arkansas Tech University,Arkansas,South,West South Central,45000,76900,54,7,Public,4 Year,7870,9068,16938,15848,23718,12002,0.01,0.01,0.08,0.06,0,0.03,0.19,0.04,0,0.78,0.56,0.44
13,Pomona College,California,West,Pacific,63800,117200,47,37,Private,4 Year,16716,52780,69496,52780,69496,1650,0,0.13,0.07,0.14,0,0.07,0.41,0.09,0.07,0.43,0.51,0.49
13,Fort Lewis College,Colorado,West,Mountain,48300,82600,55,19,Public,4 Year,9878,9040,18918,19696,29574,3791,0.23,0.01,0.01,0.1,0,0.06,0.41,0.01,0.03,0.55,0.49,0.51
13,University Bridgeport,Connecticut,Northeast,New England,49900,93600,59,31,Private,4 Year,13860,32850,46710,32850,46710,5191,0.01,0.03,0.25,0.11,0,0.02,0.43,0.24,0,0.33,0.61,0.39
13,Florida International University,Florida,South,South Atlantic,49600,90100,51,16,Public,4 Year,10882,6558,17440,18956,29838,49610,0,0.03,0.12,0.63,0,0.02,0.8,0.07,0.01,0.12,0.56,0.44
13,Augusta University,Georgia,South,South Atlantic,47000,84400,69,10,Public,4 Year,9640,10758,20398,29796,39436,7988,0,0.06,0.21,0.05,0,0.04,0.37,0.02,0.03,0.58,0.62,0.38
13,Earlham College,Indiana,Midwest,East North Central,49100,88400,57,31,Private,4 Year,10400,46450,56850,46450,56850,1076,0.01,0.05,0.12,0.06,0,0,0.24,0.18,0.05,0.53,0.55,0.45
13,Coe College,Iowa,Midwest,West North Central,47200,86900,41,24,Private,4 Year,9480,45000,54480,45000,54480,1436,0,0.02,0.05,0.08,0,0.03,0.18,0.05,0.04,0.73,0.56,0.44
13,Ottawa University Kansas City,Kansas,Midwest,West North Central,45200,82600,,9,Private,4 Year,11900,27630,39530,27630,39530,346,0.02,0.04,0.08,0.04,0,0.02,0.19,0.01,0.04,0.77,0.68,0.32
13,Spalding University,Kentucky,South,East South Central,44800,79200,71,0,Private,4 Year,7600,24500,32100,24500,32100,2311,0,0.01,0.18,0.03,0,0.03,0.25,0,0.12,0.63,0.74,0.27
13,University Holy Cross,Louisiana,South,West South Central,48400,86300,69,3,Private,4 Year,,17300,17300,17300,17300,1095,0.01,0.04,0.23,0.07,0,0.02,0.36,0,0.14,0.49,0.82,0.18
13,University Maine Farmington,Maine,Northeast,New England,41100,71700,64,5,Public,4 Year,9726,9666,19392,19778,29504,1960,0.01,0.01,0.02,0.01,0,0.02,0.07,0.01,0.09,0.84,0.67,0.33
13,Mount St. Mary's University,Maryland,South,South Atlantic,50200,94100,50,11,Private,4 Year,13075,41350,54425,41350,54425,2305,0.01,0.03,0.1,0.08,0,0.03,0.25,0.02,0.02,0.72,0.52,0.48
13,Boston University,Massachusetts,Northeast,New England,61400,113600,43,25,Private,4 Year,15720,53948,69668,53948,69668,32112,0,0.11,0.04,0.08,0,0.03,0.25,0.2,0.1,0.46,0.58,0.42
13,Calvin College,Michigan,Midwest,East North Central,50200,91100,54,23,Private,4 Year,10200,34600,44800,34600,44800,3993,0,0.04,0.02,0.03,0,0.03,0.13,0.11,0.02,0.75,0.55,0.45
13,Minnesota State University Mankato,Minnesota,Midwest,West North Central,51600,90900,54,13,Public,4 Year,8719,8184,16903,16235,24954,15387,0,0.03,0.05,0.03,0,0.02,0.14,0.07,0.04,0.76,0.53,0.47
13,Rust College,Mississippi,South,East South Central,34800,62400,76,32,Private,4 Year,4300,9900,14200,9900,14200,963,0,0,0.96,0,0,0,0.96,0.03,0,0,0.59,0.42
13,Northwest Missouri State University,Missouri,Midwest,West North Central,46900,85100,50,26,Public,4 Year,10016,9805,19821,16457,26473,6720,0,0.01,0.06,0.03,0,0.03,0.12,0.11,0.04,0.74,0.54,0.47
13,Midland University,Nebraska,Midwest,West North Central,43800,78100,60,7,Private,4 Year,8776,32558,41334,32558,41334,1362,0,0.01,0.05,0.03,0,0.07,0.16,0.05,0.15,0.65,0.5,0.5
13,Granite State College,New Hampshire,Northeast,New England,43500,76900,67,3,Public,4 Year,,9645,9645,10875,10875,2209,0.01,0.01,0.01,0.02,0,0.02,0.07,0,0.09,0.85,0.74,0.26
13,Thomas Edison State University,New Jersey,Northeast,Middle Atlantic,52500,95600,54,0,Public,4 Year,,7519,7519,9967,9967,21495,0.01,0.04,0.15,0.08,0.01,0.02,0.3,0.01,0.13,0.56,0.49,0.52
13,New York University,New York,Northeast,Middle Atlantic,63100,117700,42,18,Private,4 Year,18156,51828,69984,51828,69984,49274,0,0.15,0.05,0.09,0,0.03,0.31,0.23,0.1,0.35,0.55,0.45
13,Johnson C Smith University,North Carolina,South,South Atlantic,45700,83300,57,16,Private,4 Year,7100,18236,25336,18236,25336,1402,0,0,0.74,0.06,0,0.02,0.82,0.03,0.14,0,0.61,0.39
13,Oberlin College,Ohio,Midwest,East North Central,53100,96800,47,21,Private,4 Year,16338,55054,71392,55054,71392,2978,0,0.04,0.05,0.07,0,0.06,0.22,0.07,0.01,0.7,0.55,0.45
13,Southern Nazarene University,Oklahoma,South,West South Central,46100,81000,62,5,Private,4 Year,8496,25188,33684,25188,33684,2254,0.04,0.02,0.14,0.06,0,0.03,0.3,0.03,0.03,0.64,0.52,0.48
13,George Fox University,Oregon,West,Pacific,51200,89600,52,8,Private,4 Year,11250,36020,47270,36020,47270,3786,0.01,0.04,0.02,0.07,0.01,0.05,0.18,0.04,0.07,0.71,0.56,0.44
13,Pennsylvania State University,Pennsylvania,Northeast,Middle Atlantic,58500,105500,47,37,Public,4 Year,11570,18454,30024,34858,46428,47040,0,0.06,0.04,0.05,0,0.02,0.17,0.14,0.02,0.67,0.46,0.54
13,Francis Marion University,South Carolina,South,South Atlantic,42900,77600,58,18,Public,4 Year,7948,11160,19108,21544,29492,3944,0,0.01,0.45,0.01,0,0.01,0.49,0.02,0.01,0.48,0.7,0.3
13,Coastal Carolina University,South Carolina,South,South Atlantic,44700,77600,48,14,Public,4 Year,9190,11536,20726,26648,35838,9976,0,0.01,0.19,0.04,0,0.04,0.28,0.01,0.01,0.7,0.55,0.45
13,University Tennessee Chattanooga,Tennessee,South,East South Central,46000,82300,56,17,Public,4 Year,9050,8664,17714,24782,33832,11670,0,0.02,0.11,0.03,0,0.07,0.23,0.02,0.01,0.74,0.55,0.45
13,Lamar University,Texas,South,West South Central,53300,101200,57,16,Public,4 Year,8920,10192,19112,22642,31562,14895,0,0.03,0.24,0.14,0,0.02,0.43,0.07,0.02,0.48,0.61,0.39
13,Lyndon State College,Vermont,Northeast,New England,41500,75100,49,8,Public,4 Year,10598,12074,22672,25394,35992,1430,0.01,0.01,0.03,0.03,0,0.02,0.11,0.01,0.05,0.84,0.43,0.57
13,Hampton University,Virginia,South,South Atlantic,52700,92600,61,12,Private,4 Year,11778,26702,38480,26702,38480,4393,0,0.02,0.89,0.01,0,0,0.92,0.01,0,0.06,0.65,0.35
13,Concord University,West Virginia,South,South Atlantic,41700,75800,53,9,Public,4 Year,8988,7896,16884,17320,26308,2545,0,0.01,0.07,0.01,0,0,0.1,0.05,0,0.85,0.58,0.42
13,Saint Norbert College,Wisconsin,Midwest,East North Central,49300,88700,40,15,Private,4 Year,9954,38129,48083,38129,48083,2169,0.01,0.02,0.01,0.03,0,0.02,0.08,0.03,0,0.89,0.57,0.43
14,Huntingdon College,Alabama,South,East South Central,42400,78900,69,14,Private,4 Year,9750,27400,37150,27400,37150,1160,0.01,0.01,0.2,0.03,0,0.03,0.27,0.01,0.09,0.64,0.49,0.51
14,University Ozarks,Arkansas,South,West South Central,42300,74500,58,16,Private,4 Year,7400,24230,31630,24230,31630,587,0.01,0,0.06,0.15,0,0.04,0.25,0.06,0.02,0.68,0.52,0.48
14,University California Santa Barbara,California,West,Pacific,59700,116300,47,29,Public,4 Year,15273,14424,29697,43416,58689,23051,0,0.18,0.02,0.23,0,0.08,0.51,0.08,0.03,0.38,0.52,0.49
14,Western State Colorado University,Colorado,West,Mountain,44800,81500,47,19,Public,4 Year,9635,10114,19749,21586,31221,2584,0.01,0.01,0.02,0.09,0.01,0.03,0.16,0.01,0.15,0.68,0.43,0.57
14,Colorado Mesa University,Colorado,West,Mountain,47800,81500,55,7,Public,4 Year,10925,9243,20168,22440,33365,9116,0.01,0.01,0.02,0.15,0.01,0.03,0.24,0.01,0.03,0.72,0.54,0.46
14,University Saint Joseph,Connecticut,Northeast,New England,49900,88800,63,9,Private,4 Year,11428,39173,50601,39173,50601,2565,0,0.05,0.1,0.09,0,0.01,0.25,0.01,0.19,0.55,0.89,0.11
14,Adventist University Health Sciences,Florida,South,South Atlantic,51600,89800,88,5,Private,4 Year,4200,15150,19350,15150,19350,,,,,,,,,,,,,
14,Nova Southeastern University,Florida,South,South Atlantic,50200,89800,60,9,Private,4 Year,13250,30900,44150,30900,44150,24148,0,0.06,0.22,0.26,0,0.02,0.56,0.04,0.07,0.33,0.7,0.3
14,Agnes Scott College,Georgia,South,South Atlantic,46000,83600,57,26,Private,4 Year,12330,41160,53490,41160,53490,873,0,0.05,0.33,0.09,0,0.06,0.53,0.12,0.03,0.33,0.99,0.01
14,Northern Illinois University,Illinois,Midwest,East North Central,53000,95500,47,20,Public,4 Year,10880,12262,23142,12262,23142,20611,0,0.05,0.14,0.12,0,0.03,0.34,0.05,0.01,0.6,0.51,0.49
14,Indiana University Purdue University Indianapolis,Indiana,Midwest,East North Central,50500,88200,55,15,Public,4 Year,8924,9465,18389,29821,38745,30690,0,0.04,0.1,0.05,0,0.03,0.22,0.06,0.01,0.71,0.56,0.44
14,Luther College,Iowa,Midwest,West North Central,48200,85900,49,21,Private,4 Year,9460,42290,51750,42290,51750,2385,0,0.02,0.01,0.03,0,0.02,0.09,0.06,0.01,0.84,0.56,0.44
14,McPherson College,Kansas,Midwest,West North Central,44500,80900,59,9,Private,4 Year,8788,28951,37739,28951,37739,659,0,0.01,0.12,0.11,0.01,0.03,0.28,0.02,0.01,0.69,0.4,0.6
14,Kentucky Wesleyan College,Kentucky,South,East South Central,42100,76800,65,14,Private,4 Year,9764,26440,36204,26440,36204,709,0,0,0.14,0.02,0,0,0.17,0.01,0.15,0.68,0.46,0.54
14,Nicholls State University,Louisiana,South,West South Central,44500,84300,53,5,Public,4 Year,9938,7982,17920,9075,19013,6292,0.02,0.01,0.2,0.03,0,0.03,0.29,0.02,0.02,0.67,0.63,0.37
14,University Maine Presque Isle,Maine,Northeast,New England,39000,70700,58,6,Public,4 Year,8406,8035,16441,12235,20641,1138,0.03,0,0.01,0.01,0,0.03,0.08,0.06,0.12,0.75,0.64,0.36
14,Washington College,Maryland,South,South Atlantic,52800,93500,55,21,Private,4 Year,12414,46978,59392,46978,59392,,,,,,,,,,,,,
14,Brandeis University,Massachusetts,Northeast,New England,60600,113200,48,29,Private,4 Year,15440,55395,70835,55395,70835,5945,0,0.1,0.05,0.05,0,0.02,0.22,0.23,0.1,0.45,0.54,0.46
14,Hope College,Michigan,Midwest,East North Central,49200,90900,51,18,Private,4 Year,10310,34010,44320,34010,44320,3455,0,0.02,0.03,0.08,0,0.02,0.14,0.03,0.01,0.83,0.6,0.4
14,Hamline University,Minnesota,Midwest,West North Central,48100,90400,52,5,Private,4 Year,10358,41298,51656,41298,51656,4469,0.01,0.04,0.04,0.04,0,0.03,0.16,0.02,0.32,0.51,0.62,0.38
14,Mississippi Valley State University,Mississippi,South,East South Central,32500,61900,70,11,Public,4 Year,8043,6570,14613,6570,14613,2222,0,0.01,0.92,0.01,0,0,0.93,0,0.04,0.03,0.59,0.41
14,Park University,Missouri,Midwest,West North Central,48500,85000,56,7,Private,4 Year,8200,12650,20850,12650,20850,10792,0.01,0.03,0.19,0.12,0,0.03,0.38,0.01,0,0.61,0.48,0.52
14,College Saint Mary,Nebraska,Midwest,West North Central,43900,77700,45,9,Private,4 Year,7700,20350,28050,20350,28050,1018,0.01,0.02,0.06,0.1,0,0.03,0.21,0.01,0,0.78,0.98,0.02
14,Montclair State University,New Jersey,Northeast,Middle Atlantic,50800,95400,42,9,Public,4 Year,15564,12790,28354,20578,36142,20022,0,0.05,0.1,0.22,0,0.03,0.4,0.03,0.09,0.48,0.63,0.37
14,Union College (New York),New York,Northeast,Middle Atlantic,63300,117500,50,47,Private,4 Year,13563,55290,68853,55290,68853,2242,0,0.06,0.04,0.07,0,0.02,0.19,0.08,0,0.73,0.46,0.54
14,Belmont Abbey College,North Carolina,South,South Atlantic,46700,82900,49,7,Private,4 Year,10355,18500,28855,18500,28855,1560,0,0.01,0.25,0.02,0,0,0.28,0.01,0.3,0.4,0.57,0.43
14,Kettering College,Ohio,Midwest,East North Central,54300,95800,,0,Private,4 Year,4100,16200,20300,16200,20300,760,0,0.05,0.05,0.03,0,0.02,0.15,0,0.01,0.84,0.8,0.2
14,Southeastern Oklahoma State University,Oklahoma,South,West South Central,45000,80500,53,15,Public,4 Year,6970,6750,13720,15390,22360,3878,0.18,0.01,0.05,0.04,0,0.14,0.42,0.03,0,0.56,0.54,0.46
14,Concordia University Portland,Oregon,West,Pacific,48000,86100,69,1,Private,4 Year,9520,30908,40428,30908,40428,7435,0.01,0.02,0.17,0.07,0.01,0.02,0.3,0.01,0.21,0.49,0.77,0.23
14,Saint Joseph's University,Pennsylvania,Northeast,Middle Atlantic,57300,105100,41,6,Private,4 Year,14840,44973,59813,44973,59813,8974,0,0.03,0.1,0.05,0,0.02,0.19,0.04,0.05,0.72,0.57,0.43
14,Trevecca Nazarene University,Tennessee,South,East South Central,45300,81700,65,5,Private,4 Year,8400,25598,33998,25598,33998,2606,0,0.01,0.14,0.03,0,0.03,0.21,0.01,0.13,0.65,0.6,0.4
14,University Texas Dallas,Texas,South,West South Central,57100,100900,42,44,Public,4 Year,11532,13034,24566,36876,48408,23095,0,0.2,0.05,0.13,0,0.03,0.41,0.24,0.02,0.33,0.43,0.57
14,Old Dominion University,Virginia,South,South Atlantic,50200,89900,52,19,Public,4 Year,11620,10872,22492,29772,41392,24932,0,0.04,0.24,0.06,0,0.05,0.4,0.03,0.04,0.52,0.55,0.45
14,Central Washington University,Washington,West,Pacific,52700,93200,47,13,Public,4 Year,11115,8072,19187,23053,34168,11799,0.01,0.05,0.03,0.12,0.01,0.06,0.28,0.01,0.1,0.62,0.52,0.48
14,Fairmont State University,West Virginia,South,South Atlantic,42900,74100,53,7,Public,4 Year,9004,7514,16518,16324,25328,4035,0,0,0.05,0.02,0,0.02,0.11,0.03,0.01,0.86,0.56,0.44
14,University Wisconsin La Crosse,Wisconsin,Midwest,East North Central,49600,88300,53,19,Public,4 Year,6331,9106,15437,17924,24255,10669,0,0.02,0.01,0.03,0,0.02,0.08,0.03,0,0.89,0.57,0.43
15,Athens State University,Alabama,South,East South Central,45000,78800,51,9,Public,4 Year,,6810,6810,12870,12870,3128,0.02,0.01,0.13,0.02,0,0.02,0.19,0.01,0.03,0.78,0.65,0.35
15,Oakwood University,Alabama,South,East South Central,43500,78800,71,16,Private,4 Year,9312,16720,26032,16720,26032,1939,0.01,0.01,0.84,0.02,0,0,0.88,0.08,0.03,0.01,0.57,0.43
15,Lyon College,Arkansas,South,West South Central,41200,74300,53,33,Private,4 Year,9130,28790,37920,28790,37920,712,0.01,0.02,0.07,0.06,0,0,0.16,0.03,0.07,0.74,0.48,0.53
15,University California Los Angeles,California,West,Pacific,62000,116100,48,31,Public,4 Year,15816,13774,29590,42766,58582,41845,0,0.27,0.03,0.17,0,0.04,0.52,0.15,0.03,0.31,0.53,0.47
15,Western Connecticut State University,Connecticut,Northeast,New England,51700,88100,50,6,Public,4 Year,13072,10819,23891,22059,35131,5952,0,0.03,0.11,0.15,0,0.01,0.31,0,0.03,0.66,0.54,0.46
15,University West Georgia,Georgia,South,South Atlantic,46700,82700,51,9,Public,4 Year,10918,7292,18210,20774,31692,12206,0,0.01,0.35,0.04,0,0.03,0.43,0.01,0.01,0.54,0.65,0.36
15,Knox College,Illinois,Midwest,East North Central,50600,95400,45,24,Private,4 Year,9870,46554,56424,46554,56424,1399,0,0.06,0.08,0.13,0,0.04,0.3,0.13,0.04,0.53,0.58,0.42
15,Holy Cross College,Indiana,Midwest,East North Central,48100,87800,,0,Private,4 Year,11500,30820,42320,30820,42320,520,0,0.02,0.09,0.11,0,0.04,0.26,0.06,0.01,0.68,0.35,0.65
15,University Northern Iowa,Iowa,Midwest,West North Central,47100,85300,46,8,Public,4 Year,8948,8938,17886,19480,28428,11928,0,0.01,0.03,0.03,0,0.02,0.09,0.05,0.02,0.84,0.58,0.42
15,Kansas Wesleyan University,Kansas,Midwest,West North Central,44700,79400,61,10,Private,4 Year,9500,29500,39000,29500,39000,710,0.01,0.01,0.06,0.13,0,0.02,0.23,0.04,0.01,0.73,0.54,0.46
15,Union College (Kentucky),Kentucky,South,East South Central,40400,76000,37,4,Private,4 Year,7600,27140,34740,27140,34740,,,,,,,,,,,,,
15,Southeastern Louisiana University,Louisiana,South,West South Central,46700,83900,51,8,Public,4 Year,8420,8165,16585,20643,29063,14487,0,0.01,0.15,0.06,0,0.05,0.27,0.02,0.06,0.65,0.62,0.38
15,Unity College,Maine,Northeast,New England,38200,69500,,23,Private,4 Year,10710,29160,39870,29160,39870,,,,,,,,,,,,,
15,Stevenson University,Maryland,South,South Atlantic,50400,91600,51,15,Private,4 Year,13130,36182,49312,36182,49312,4322,0,0.03,0.29,0.05,0,0.03,0.4,0.01,0.04,0.56,0.66,0.34
15,Wentworth Institute Technology,Massachusetts,Northeast,New England,62700,112700,53,39,Private,4 Year,14190,33950,48140,33950,48140,4558,0,0.06,0.05,0.03,0,0.05,0.2,0.06,0.13,0.61,0.19,0.81
15,Alma College,Michigan,Midwest,East North Central,48400,89900,52,15,Private,4 Year,10998,40258,51256,40258,51256,1396,0.01,0.02,0.03,0.04,0,0.03,0.12,0.01,0.04,0.83,0.55,0.45
15,College Saint Benedict,Minnesota,Midwest,West North Central,49100,88600,50,18,Private,4 Year,10904,45264,56168,45264,56168,2020,0.01,0.06,0.02,0.05,0,0.01,0.14,0.05,0,0.81,1,0
15,Webster University,Missouri,Midwest,West North Central,46500,83500,50,2,Private,4 Year,11050,27900,38950,27900,38950,16769,0,0.03,0.37,0.07,0,0.02,0.49,0.02,0.06,0.43,0.56,0.44
15,Ramapo College New Jersey,New Jersey,Northeast,Middle Atlantic,51600,95200,41,12,Public,4 Year,12450,14374,26824,23715,36165,6003,0,0.06,0.05,0.13,0,0.01,0.26,0.02,0.08,0.65,0.56,0.44
15,Yeshiva University,New York,Northeast,Middle Atlantic,63500,112800,40,11,Private,4 Year,12250,43500,55750,43500,55750,6348,0,0.05,0.02,0.03,0,0.01,0.11,0.1,0.15,0.65,0.52,0.48
15,Appalachian State University,North Carolina,South,South Atlantic,46600,82700,47,9,Public,4 Year,8304,7214,15518,22021,30325,18026,0,0.02,0.03,0.04,0,0.02,0.11,0.01,0.02,0.86,0.55,0.45
15,Marietta College,Ohio,Midwest,East North Central,51200,94300,57,45,Private,4 Year,11320,36040,47360,36040,47360,1500,0,0.01,0.05,0.03,0,0.02,0.11,0.11,0.06,0.73,0.43,0.57
15,Oklahoma Wesleyan University,Oklahoma,South,West South Central,43300,78700,58,1,Private,4 Year,8644,26956,35600,26956,35600,1345,0.07,0,0.07,0.07,0,0.04,0.26,0.06,0.03,0.66,0.63,0.37
15,Pacific Northwest College Art,Oregon,West,Pacific,46300,85000,,0,Private,4 Year,12860,38250,51110,38250,51110,519,0.01,0.02,0.01,0.05,0,0.12,0.22,0.03,0.04,0.72,0.69,0.31
15,La Salle University,Pennsylvania,Northeast,Middle Atlantic,55800,104800,40,5,Private,4 Year,15080,30560,45640,30560,45640,6242,0,0.05,0.17,0.07,0,0.06,0.35,0.03,0.06,0.56,0.66,0.34
15,Lander University,South Carolina,South,South Atlantic,42600,77100,54,9,Public,4 Year,9100,11700,20800,21300,30400,2787,0,0.02,0.31,0.01,0,0.02,0.36,0.01,0.05,0.58,0.69,0.31
15,Middle Tennessee State University,Tennessee,South,East South Central,46500,81100,52,9,Public,4 Year,9436,9206,18642,28364,37800,22729,0,0.03,0.19,0.04,0,0.03,0.29,0.04,0.01,0.66,0.54,0.46
15,Lynchburg College,Virginia,South,South Atlantic,47700,89100,54,11,Private,4 Year,10800,39530,50330,39530,50330,2736,0.01,0.01,0.11,0.04,0,0.03,0.2,0.02,0.08,0.7,0.62,0.38
15,Saint Martin's University,Washington,West,Pacific,53200,91800,60,29,Private,4 Year,11445,37356,48801,37356,48801,1801,0.01,0.04,0.06,0.1,0.02,0.07,0.3,0.08,0.05,0.56,0.51,0.49
15,Bluefield State College,West Virginia,South,South Atlantic,43200,72800,60,3,Public,4 Year,,8820,8820,16920,16920,1563,0,0,0.1,0.01,0,0.01,0.13,0.02,0.01,0.84,0.62,0.38
15,Edgewood College,Wisconsin,Midwest,East North Central,49500,87500,54,5,Private,4 Year,11020,29500,40520,29500,40520,2980,0,0.02,0.03,0.05,0,0.02,0.13,0.04,0.08,0.75,0.72,0.28
16,University Arkansas Fort Smith,Arkansas,South,West South Central,40700,71100,55,9,Public,4 Year,8416,7128,15544,15969,24385,6830,0.03,0.04,0.04,0.1,0,0.05,0.27,0.02,0,0.72,0.56,0.44
16,University California Irvine,California,West,Pacific,59600,116000,49,34,Public,4 Year,15263,15614,30877,44606,59869,30051,0,0.36,0.02,0.22,0,0.04,0.64,0.14,0.02,0.2,0.52,0.48
16,Adams State University,Colorado,West,Mountain,44400,81400,56,3,Public,4 Year,8782,9440,18222,20456,29238,3154,0.01,0.01,0.06,0.26,0,0.04,0.39,0,0.05,0.56,0.55,0.45
16,St Vincent's College,Connecticut,Northeast,New England,46800,87900,,0,Private,2 Year,,18750,18750,18750,18750,751,0,0.03,0.12,0.12,0,0,0.27,0,0.11,0.63,0.87,0.13
16,University Central Florida,Florida,South,South Atlantic,49700,88600,50,16,Public,4 Year,9617,6368,15985,22467,32084,60767,0,0.06,0.11,0.22,0,0.03,0.41,0.03,0.02,0.55,0.55,0.45
16,Armstrong State University,Georgia,South,South Atlantic,46600,81500,60,10,Public,4 Year,11385,6384,17769,19866,31251,7094,0,0.03,0.25,0.06,0,0.04,0.38,0.02,0.01,0.6,0.68,0.32
16,Illinois State University,Illinois,Midwest,East North Central,51200,95000,47,10,Public,4 Year,9850,14516,24366,26040,35890,20615,0,0.02,0.07,0.08,0,0.02,0.2,0.02,0.01,0.78,0.56,0.44
16,Franklin College,Indiana,Midwest,East North Central,48900,86200,45,21,Private,4 Year,9946,32010,41956,32010,41956,231,0,0,0.66,0.03,0,0.03,0.71,0,0.01,0.28,0.78,0.22
16,Maharishi University Management,Iowa,Midwest,West North Central,46800,85200,,65,Private,4 Year,7400,16530,23930,16530,23930,1454,0,0.02,0.07,0.03,0,0.02,0.13,0.68,0.01,0.18,0.33,0.67
16,Fort Hays State University,Kansas,Midwest,West North Central,45100,79300,64,6,Public,4 Year,8300,5133,13433,15201,23501,13825,0,0.01,0.04,0.06,0,0.02,0.14,0.26,0.01,0.59,0.61,0.4
16,Morehead State University,Kentucky,South,East South Central,41300,74900,56,9,Public,4 Year,9960,9170,19130,13646,23606,11052,0,0,0.04,0.02,0,0.01,0.07,0.01,0.01,0.9,0.61,0.39
16,Southern University and A&M College,Louisiana,South,West South Central,48000,83100,65,17,Public,4 Year,9105,9123,18228,16472,25577,,,,,,,,,,,,,
16,University Maine Machias,Maine,Northeast,New England,37100,66200,47,13,Public,4 Year,8486,7840,16326,15100,23586,810,0.03,0.01,0.03,0.03,0,0.01,0.11,0.01,0.18,0.71,0.68,0.33
16,Towson University,Maryland,South,South Atlantic,51200,91200,47,15,Public,4 Year,13034,9940,22974,23208,36242,22285,0,0.05,0.16,0.05,0,0.04,0.3,0.02,0.05,0.63,0.62,0.38
16,Northeastern University,Massachusetts,Northeast,New England,62500,109700,46,40,Private,4 Year,16880,51387,68267,51387,68267,19798,0,0.09,0.03,0.06,0,0.03,0.21,0.28,0.07,0.45,0.49,0.51
16,College for Creative Studies,Michigan,Midwest,East North Central,51200,89800,40,0,Private,4 Year,8800,44110,52910,44110,52910,1459,0,0.04,0.09,0.04,0,0.04,0.21,0.09,0.14,0.56,0.49,0.51
16,College Saint Scholastica,Minnesota,Midwest,West North Central,51200,86800,64,12,Private,4 Year,9710,37212,46922,37212,46922,4204,0.01,0.03,0.04,0.02,0,0.02,0.13,0.03,0.02,0.82,0.72,0.28
16,Winona State University,Minnesota,Midwest,West North Central,49700,86800,51,10,Public,4 Year,9010,9425,18435,15348,24358,8684,0,0.02,0.02,0.02,0,0.02,0.09,0.03,0.02,0.86,0.63,0.38
16,Concordia University Saint Paul,Minnesota,Midwest,West North Central,49200,86800,58,5,Private,4 Year,9000,22275,31275,22275,31275,4081,0.01,0.06,0.1,0.03,0,0.03,0.22,0.04,0.06,0.69,0.63,0.37
16,University Central Missouri,Missouri,Midwest,West North Central,46900,83300,54,45,Public,4 Year,8766,7673,16439,14442,23208,13379,0,0.01,0.07,0.02,0,0.02,0.12,0.14,0.14,0.6,0.53,0.47
16,Chadron State College,Nebraska,Midwest,West North Central,42300,76700,66,3,Public,4 Year,7380,7196,14576,7196,14576,3033,0.01,0.01,0.04,0.06,0,0.03,0.15,0.02,0.08,0.76,0.58,0.42
16,Drew University,New Jersey,Northeast,Middle Atlantic,52800,95000,37,16,Private,4 Year,14108,39500,53608,39500,53608,2113,0,0.05,0.12,0.1,0,0.03,0.29,0.09,0.14,0.48,0.59,0.41
16,University Rochester,New York,Northeast,Middle Atlantic,61100,112700,50,32,Private,4 Year,15938,53926,69864,53926,69864,11060,0,0.08,0.04,0.05,0,0.02,0.2,0.24,0.08,0.48,0.51,0.49
16,Campbell University,North Carolina,South,South Atlantic,46300,82400,56,8,Private,4 Year,11430,32500,43930,32500,43930,6101,0.01,0.03,0.16,0.06,0,0.02,0.27,0.02,0.1,0.62,0.53,0.47
16,University North Carolina School Arts,North Carolina,South,South Atlantic,46400,82400,44,0,Public,4 Year,9021,9358,18379,25501,34522,958,0.01,0.01,0.08,0.07,0,0.05,0.21,0.03,0.03,0.73,0.48,0.52
16,Xavier University,Ohio,Midwest,East North Central,51800,94000,46,7,Private,4 Year,12780,38530,51310,38530,51310,6508,0,0.03,0.09,0.05,0,0.03,0.19,0.04,0.04,0.74,0.57,0.43
16,Northeastern State University,Oklahoma,South,West South Central,44500,77600,58,7,Public,4 Year,7638,6650,14288,14720,22358,8310,0.21,0.02,0.04,0.04,0,0.14,0.45,0.02,0.02,0.51,0.62,0.38
16,Southern Oregon University,Oregon,West,Pacific,46000,81200,54,6,Public,4 Year,13199,9654,22853,25584,38783,5954,0.01,0.02,0.02,0.08,0,0.05,0.18,0.03,0.25,0.54,0.58,0.42
16,Thomas Jefferson University,Pennsylvania,Northeast,Middle Atlantic,63400,102500,83,7,Private,4 Year,13465,40501,53966,40501,53966,3606,0,0.15,0.06,0.04,0,0,0.26,0.04,0.07,0.64,0.68,0.33
16,Limestone College,South Carolina,South,South Atlantic,42100,76500,57,10,Private,4 Year,9765,26000,35765,26000,35765,3214,0,0,0.47,0.03,0,0,0.51,0.03,0.02,0.44,0.56,0.44
